Rooms,Square,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Shops_2,Price,LifePart,Square_type_0,Square_type_1,Square_type_2
2.0,59.59577479194557,7,12.0,1977,0.011654127,0,0,4,915,0,0,0,0,140779.5867013037,8.932629131990929,1,0,0
2.0,58.783660993800815,13,12.0,1977,0.011654127,0,0,4,915,0,0,0,0,138396.98461170195,5.0401141655753925,0,1,0
3.0,87.51040319057117,12,17.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,284481.86169877724,14.178005527305004,1,0,0
2.0,64.99830957614064,13,17.0,2015,0.2432045189999999,0,0,5,1564,0,0,0,0,175065.5045996834,1.9749675608863613,0,1,0
4.0,90.62047287074104,7,10.0,1960,0.319809354,0,0,25,4756,16,5,8,0,526817.5633390079,7.78540540208158,0,0,1
1.0,32.689984873931074,3,9.0,1973,0.265088676,0,0,37,5288,0,3,2,0,166288.68956534748,3.731289823074045,1,0,0
2.0,55.11747481421571,6,17.0,2015,0.011654127,0,0,4,915,0,0,0,0,157892.49954592626,2.828849004604038,0,0,1
2.0,47.394605540758114,6,9.0,1975,0.036122292,0,0,24,4378,0,1,1,0,229324.29029433016,5.94418125903916,0,0,1
1.0,36.067061918047,10,9.0,1971,0.0006991189999999,0,0,14,3369,24,0,3,0,233500.34139121076,3.576779063783098,0,1,0
3.0,76.4811583577166,14,22.0,2014,0.0071223169999999,0,0,1,264,0,0,1,0,234015.73853720905,7.677332959387227,0,1,0
3.0,86.23387955014734,12,17.0,2013,0.2432045189999999,0,0,5,1564,0,0,0,0,215838.18674375192,5.11639639154047,0,1,0
4.0,99.15406269149317,18,22.0,1985,0.127811589,0,0,28,7287,5,1,3,0,362108.4338133904,7.396354966207109,0,0,1
1.0,39.13095009558345,2,12.0,1982,0.041124634,0,0,46,9515,5,1,10,0,211825.30033364956,2.590548302630605,1,0,0
2.0,55.59567697721554,15,17.0,1977,0.011654127,0,0,4,915,0,0,0,0,147765.7705894851,54.59567697721554,0,1,0
2.0,90.04221237131395,2,3.0,2016,0.07542368,0,0,11,3097,0,0,0,0,180540.10274172813,8.211360188650378,0,0,1
2.0,42.52218583279097,10,12.0,1973,0.081943463,0,0,20,2738,20,1,4,0,249827.8365806364,3.7533810141939425,0,0,1
1.0,37.266787614393536,10,9.0,1967,0.149666373,0,0,22,4789,2,4,1,0,151399.11746931289,3.450659403566025,0,0,1
2.0,44.64350505390176,3,5.0,1964,0.319809354,0,0,25,4756,16,5,8,0,167238.283327593,6.295555447804489,0,1,0
3.0,83.40619552632677,7,17.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,218258.0341758367,82.40619552632677,1,0,0
2.0,67.77356036619477,6,24.0,2018,0.049637257,0,0,34,7759,0,1,3,0,279968.5497083847,3.739755922853144,0,0,1
1.0,40.826898276097936,12,17.0,1977,0.075778755,0,0,6,1437,3,0,2,0,109303.83157595512,41.54635674873569,1,0,0
3.0,70.89173274754462,5,10.0,1960,0.081943463,0,0,20,2738,20,1,4,0,380399.2769976179,7.810805320011332,0,1,0
3.0,80.79478943919143,19,6.0,1977,0.051815435,0,0,5,1227,0,0,0,0,219744.96734922365,79.79478943919143,1,0,0
2.0,54.8495052963731,7,15.0,2009,0.161531741,0,0,25,5648,1,2,4,0,210993.9670615708,3.448193295018056,0,0,1
1.0,27.55299232048024,1,9.0,1970,0.049637257,0,0,34,7759,0,1,3,0,162639.90941222454,3.8496627483253247,0,0,1
2.0,46.2394191834799,3,10.0,2019,0.236108458,0,0,16,3893,27,3,10,0,197111.11794110088,4.8579636254594325,0,0,1
1.0,40.76442244592606,9,17.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,167850.62055786973,39.76442244592606,0,0,1
1.0,45.73443867453378,21,4.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,179032.66611623476,44.73443867453378,1,0,0
1.0,58.16032195828552,8,20.0,1977,0.072157581,0,0,2,629,1,0,0,1,143407.2485156964,4.816032195828552,1,0,0
2.0,52.75644055920007,4,17.0,2016,0.2432045189999999,0,0,5,1564,0,0,0,0,135482.0272658528,3.561338158037396,1,0,0
2.0,57.639461495763854,17,17.0,1990,0.090799103,0,0,74,19083,2,5,15,0,236258.5477390237,4.303185137896299,0,1,0
3.0,90.99152160876372,8,24.0,2010,0.158249043,0,0,21,5731,0,1,0,0,282322.9824508816,5.368570847806228,0,0,1
1.0,43.27306684746731,4,14.0,1988,0.025609157,0,0,33,5261,0,3,1,0,139450.92630701594,2.908738704036829,1,0,0
2.0,64.35964576280219,6,17.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,201553.2529287481,63.35964576280219,0,0,1
2.0,45.55109040821878,8,9.0,1971,0.0,0,0,47,11319,0,3,5,0,241097.7530103145,8.700145789147111,0,0,1
1.0,50.25276646949168,8,14.0,2012,0.051815435,0,0,5,1227,0,0,0,0,146171.43318971686,1.5177709397052506,1,0,0
2.0,53.216777876722624,7,17.0,1994,0.0006991189999999,0,0,14,3369,24,0,3,0,261125.669723942,5.4408098098527065,0,0,1
1.0,43.04351178074749,8,25.0,2014,0.075778755,0,0,6,1437,3,0,2,0,124902.5557874368,42.04351178074749,1,0,0
2.0,61.728989159506696,7,8.0,1961,0.161975568,0,1,31,7010,5,3,7,0,347508.6247824859,4.120212915568274,0,0,1
1.0,39.95218992109596,7,14.0,1974,0.31019913,0,0,11,2748,1,0,0,0,137297.63590036024,2.2557041072522,1,0,0
1.0,50.97045973914325,21,24.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,174397.9528766435,8.34348748695819,1,0,0
2.0,52.48894142580328,4,14.0,1998,0.090799103,0,0,74,19083,2,5,15,0,89997.30871454862,4.275059767628678,0,1,0
2.0,79.11665414238709,6,4.0,2015,0.072157581,0,0,2,629,1,0,0,1,180325.76601073224,78.11665414238709,0,1,0
3.0,138.98081717662046,2,2.0,1977,0.43788524,0,0,23,5735,3,0,5,0,169528.8966643253,2.2321120273632666,0,0,1
1.0,47.69121486183511,14,25.0,1977,0.2432045189999999,0,0,5,1564,0,0,0,0,144283.35665442204,46.69121486183511,0,0,1
2.0,47.02746575377256,3,5.0,1960,0.111627393,0,0,50,12238,8,2,3,0,217526.5345759171,5.1501477763596135,0,1,0
3.0,87.96224175412848,6,8.0,1956,0.174739084,0,0,17,3379,9,0,3,0,104500.29432769342,5.461324475330087,0,0,1
1.0,34.809646077724814,4,12.0,1972,0.037316452,0,0,32,6748,93,4,10,0,224091.1916900421,2.428266301691464,1,0,0
2.0,62.465104910433446,13,16.0,1975,0.307466659,0,1,30,5048,9,2,5,0,236928.723175386,3.784941118631733,1,0,0
2.0,66.61831429967248,4,3.0,2018,0.034656082,0,0,0,168,0,0,0,0,163790.37035207372,1.6581261663882636,1,0,0
1.0,56.24599637547588,11,1.0,2016,0.042031587,0,0,37,6856,84,2,5,0,445728.0918786518,58.57267302958888,0,0,1
1.0,47.00810467728219,20,22.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,156789.6319812106,46.00810467728219,0,1,0
3.0,81.30099984562351,3,14.0,2008,0.13012277,0,0,8,1986,0,0,0,0,275125.3191438448,4.350831371004734,0,1,0
3.0,80.45684351985209,4,17.0,2017,0.371148999,0,0,34,7065,1,2,5,0,204216.47827045695,7.045684351985209,0,0,1
2.0,46.88051184685202,7,5.0,1966,0.038692987,0,0,28,6533,1,2,5,0,189473.4638535456,5.279756837910001,0,0,1
2.0,41.39248769218842,4,9.0,1965,0.178916796,0,0,18,3594,4,1,5,0,178999.8230944986,3.8072984601612774,1,0,0
2.0,51.06303804694407,11,12.0,1976,0.07542368,0,0,11,3097,0,0,0,0,113913.8291053344,4.985506904732508,0,0,1
1.0,38.31946009157757,9,16.0,1983,0.049863387,0,0,18,3746,9,3,1,0,226129.5264396888,2.950366799057122,1,0,0
2.0,54.09924103188871,14,17.0,1988,0.0,0,0,23,5067,4,2,6,0,344406.48218638333,4.066808470152088,0,0,1
1.0,41.80851676509278,12,25.0,1977,0.075778755,0,0,6,1437,3,0,2,0,120374.63211368554,40.80851676509278,1,0,0
2.0,61.34240981799427,3,17.0,2014,0.072157581,0,0,2,629,1,0,0,1,67343.13387802825,2.8139666560144234,1,0,0
2.0,53.9305207945943,17,17.0,1989,0.0077202819999999,0,0,38,4788,2,0,4,0,239621.68076773683,4.182351354613306,0,0,1
1.0,36.18631627768913,4,9.0,1969,0.049637257,0,0,34,7759,0,1,3,0,187992.360092786,3.4447012118856075,0,0,1
2.0,47.326212633074725,5,9.0,1973,0.051942062,0,0,17,4017,7,2,0,0,256535.05709973883,5.957128849158516,0,0,1
1.0,48.80320053595103,7,5.0,1977,7.81528e-05,0,0,22,6398,141,3,23,0,169717.49171276778,47.80320053595103,1,0,0
2.0,56.85975425872582,13,12.0,1973,0.050900058,0,0,43,10621,1,2,3,0,185203.26749262548,3.8685079582906274,0,1,0
3.0,83.77256492414762,17,17.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,239974.71787549288,82.77256492414762,0,0,1
1.0,17.49854229205015,7,5.0,1961,0.319809354,0,0,25,4756,16,5,8,0,88871.75022974372,2.2410906274151863,0,0,1
1.0,40.97983616062344,11,15.0,1986,0.0,0,0,23,5067,4,2,6,0,292859.6770277771,2.554849262284498,0,1,0
3.0,85.14293947844845,9,14.0,2006,0.0922906419999999,0,0,21,4346,2,1,2,0,402907.39050514007,4.435241593627628,1,0,0
1.0,51.6159774622237,8,9.0,2014,0.014072961,0,0,2,475,0,0,0,0,104300.8936089352,46.33870188120533,0,1,0
3.0,137.2859225150408,3,2.0,1977,0.004949358,0,0,0,186,0,0,0,0,197507.56592730887,36.6019307885682,1,0,0
3.0,72.60194826522002,16,16.0,1990,0.0,0,0,25,5027,4,1,1,0,354114.65495713893,5.151817242936552,1,0,0
2.0,66.12921387866758,17,17.0,2015,0.2432045189999999,0,0,5,1564,0,0,0,0,192752.04348657088,68.74946255743052,1,0,0
2.0,62.37714994763196,15,17.0,1991,0.0,0,0,27,4798,0,2,8,0,292148.2479993152,3.5737959609436083,1,0,0
2.0,61.10867123274149,4,8.0,1961,0.306977489,0,0,27,5148,14,5,7,0,305421.67240076204,3.958258881398053,0,1,0
3.0,84.12878565363197,4,5.0,1939,0.21843974,0,0,21,4472,6,4,7,1,321488.5604491587,5.444095922769228,0,0,1
1.0,49.28605411452771,5,3.0,1977,0.43788524,0,0,23,5735,3,0,5,0,122670.47153604918,48.28605411452771,0,0,1
1.0,42.89255566649248,12,17.0,1987,0.036122292,0,0,24,4378,0,1,1,0,201994.89851177792,2.4429057912483962,0,0,1
1.0,41.59219934158115,5,16.0,1983,0.458174486,0,1,26,4439,1,1,5,0,151959.71208966756,2.3356806922763176,0,1,0
2.0,92.8831803885798,15,22.0,1977,0.075778755,0,0,6,1437,3,0,2,0,284488.56405078253,91.8831803885798,0,0,1
1.0,40.53723636735882,17,17.0,1977,0.2432045189999999,0,0,5,1564,0,0,0,0,130636.71051921212,39.53723636735882,1,0,0
3.0,65.80361320331266,2,12.0,1984,0.161975568,0,1,31,7010,5,3,7,0,331781.84172596066,5.265196662992502,0,0,1
2.0,46.00020052811933,4,5.0,1963,0.319809354,0,0,25,4756,16,5,8,0,190773.10600064468,6.13611619458057,1,0,0
3.0,67.16356662145999,11,12.0,1974,0.127375905,0,0,43,8429,3,3,9,0,293836.3788425565,6.634851581088383,1,0,0
2.0,68.29310859799376,4,17.0,1977,0.075778755,0,0,6,1437,3,0,2,0,155047.3630998585,67.29310859799376,0,0,1
2.0,40.825999032580135,4,5.0,1962,0.306977489,0,0,27,5148,14,5,7,0,222341.9324932601,5.528146671540206,0,0,1
1.0,41.67290920762253,8,17.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,130365.45655916724,43.473891278825946,0,0,1
2.0,38.9023438963422,8,9.0,1966,0.019508796,0,0,37,7687,11,5,5,0,243697.54513390013,3.5698732634682036,0,1,0
3.0,82.54443303160843,13,1.0,1977,0.2432045189999999,0,0,5,1564,0,0,0,0,222487.63401047327,81.54443303160843,0,0,1
1.0,41.21597786048539,8,17.0,1977,0.2432045189999999,0,0,5,1564,0,0,0,0,120738.9379225169,5.869329643414232,1,0,0
2.0,57.4006883391228,17,17.0,2009,0.025609157,0,0,33,5261,0,3,1,0,211669.1883185007,3.6924976880231717,0,1,0
4.0,123.45778074681782,20,21.0,2019,0.060753049,0,0,15,2787,2,0,7,0,526680.918603136,7.94303552120668,0,0,1
1.0,43.68056561459872,9,17.0,1977,0.371148999,0,0,34,7065,1,2,5,0,137111.3481224868,6.280094269099787,0,1,0
1.0,127.65123727019704,8,17.0,2016,0.23861713,0,0,26,3889,6,3,6,0,594565.2997696798,2.6097116014589035,1,0,0
2.0,56.48329998142557,17,19.0,1977,0.2114012139999999,0,0,9,1892,0,0,1,0,129512.69384757186,55.48329998142557,0,0,1
2.0,43.35329874232809,8,9.0,1967,0.040242764,0,0,25,3478,11,3,1,0,209399.2220287459,6.505069000906252,0,1,0
3.0,83.21948767655502,14,14.0,2010,0.0922906419999999,0,0,21,4346,2,1,2,0,396107.478637123,4.257844348498438,0,1,0
3.0,80.46787754919639,8,17.0,2014,7.81528e-05,0,0,22,6398,141,3,23,0,180315.1908774707,8.238488954216852,0,0,1
2.0,47.75733901320332,3,14.0,1971,0.111627393,0,0,50,12238,8,2,3,0,117904.90417882425,6.426466750872754,0,1,0
3.0,80.1244597647734,7,10.0,1996,0.090799103,0,0,74,19083,2,5,15,0,343039.65615157795,4.533670131374872,0,1,0
3.0,81.82884120772789,19,17.0,2000,0.135649789,0,0,46,7960,6,3,11,0,480684.2601726779,4.63743404411471,0,0,1
1.0,36.321884108544765,2,9.0,1973,0.195781053,0,0,23,5212,6,3,2,0,165911.1630485483,4.3724841571640365,1,0,0
2.0,55.05519931167855,5,8.0,1958,0.0,0,0,25,5027,4,1,1,0,387107.550204528,4.764969592709776,0,0,1
1.0,48.73491830577706,16,24.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,167019.73361766554,47.73491830577706,0,1,0
3.0,74.4616381695478,18,17.0,2016,7.81528e-05,0,0,22,6398,141,3,23,0,197241.12388996888,72.60063239711381,0,0,1
1.0,31.938837435441705,4,8.0,1963,0.0150168919999999,0,0,17,3079,59,0,8,0,215108.3188278832,4.533472833256345,0,0,1
1.0,36.73079841021132,10,9.0,1964,0.0,0,0,25,5027,4,1,1,0,196257.45438693924,4.598554130573159,0,0,1
1.0,38.27962156281617,16,17.0,2002,0.0922906419999999,0,0,21,4346,2,1,2,0,179549.28651877295,2.8116155256753212,0,0,1
1.0,41.35893878579574,7,16.0,1987,0.521867054,0,0,25,6149,0,0,0,0,139069.61416089998,2.49442626884373,1,0,0
2.0,67.32750362234454,8,24.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,214608.94852157103,11.160772021549235,0,0,1
1.0,36.436927414302296,4,9.0,1974,0.012338886,0,0,35,5776,1,2,4,0,152186.3040361873,3.7797414177632507,0,0,1
1.0,44.279691756319416,9,13.0,1977,0.072157581,0,0,2,629,1,0,0,1,149413.21068021213,6.379948626053236,1,0,0
3.0,62.01031135169231,6,9.0,1968,0.118537385,0,0,30,6207,1,1,0,0,268723.1576769648,7.496921816843827,0,0,1
1.0,41.98315059630832,13,14.0,1996,0.041365446,0,0,31,5569,0,1,4,0,185626.43031164983,2.827825108879665,0,1,0
3.0,80.26150506077556,18,17.0,2015,0.0071223169999999,0,0,1,264,0,0,1,0,233523.19605924585,7.026150506077556,0,0,1
1.0,42.08086648759053,11,12.0,1984,0.0,0,0,47,11319,0,3,5,0,203657.9427821248,2.8168902429204374,1,0,0
3.0,67.12519165572334,15,14.0,1974,0.050272014,0,0,21,4231,14,0,3,0,364020.418544249,4.901321986768924,0,0,1
2.0,45.15184255484037,2,5.0,1968,0.265088676,0,0,37,5288,0,3,2,0,167300.08809753353,5.552914205378481,0,0,1
1.0,44.12348058990274,19,24.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,162752.3333885782,43.12348058990274,0,0,1
2.0,48.4173704360669,24,25.0,2015,0.069753361,0,0,53,13670,4,1,11,0,268202.8885550532,48.0335175659743,0,0,1
1.0,47.534668277756445,5,3.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,142843.98810948146,46.534668277756445,0,0,1
1.0,40.96452933781849,7,17.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,147862.4060221021,42.28604819152906,1,0,0
2.0,62.98277573849064,15,17.0,1977,0.075778755,0,0,6,1437,3,0,2,0,166111.456185451,61.98277573849064,0,0,1
1.0,39.31985140360614,5,12.0,1967,0.175054867,0,0,36,10055,3,1,0,0,195619.43618580067,2.4369555420639157,0,0,1
2.0,48.16592079445754,8,9.0,1974,0.130617806,0,0,39,10418,9,1,9,0,211528.0606233873,6.472547133784156,0,0,1
1.0,41.17269986777893,14,17.0,1995,0.041116354,0,0,53,14892,4,1,4,0,171280.57220597155,2.50650533539583,1,0,0
2.0,55.10081041159598,7,16.0,1978,0.0077202819999999,0,0,38,4788,2,0,4,0,248320.37391193776,3.609511226340728,1,0,0
2.0,61.49601616369852,6,17.0,2015,0.149666373,0,0,22,4789,2,4,1,0,294694.74132705765,3.356456680713177,1,0,0
2.0,55.68177641321014,12,12.0,1995,0.033493708,0,0,66,10573,1,3,8,0,223528.9825796605,4.054306552262421,0,0,1
2.0,49.64266360693655,1,9.0,1978,0.2322050839999999,0,0,24,4860,1,0,3,0,216660.1937709989,3.5232325003569565,0,0,1
2.0,45.745545618308846,4,9.0,1972,0.118537385,0,0,30,6207,1,1,0,0,189212.7976444236,6.399752343318633,0,1,0
1.0,106.23962162764415,26,37.0,2009,0.006076152,0,0,30,5285,0,6,6,0,274139.06587537576,4.899774549469115,0,0,1
1.0,40.80997167742723,10,16.0,1978,0.118537385,0,0,30,6207,1,1,0,0,226513.8899636938,2.247059590032109,1,0,0
2.0,53.2827480297468,3,9.0,1960,0.0,0,0,25,5027,4,1,1,0,378901.97431610816,5.298371083382379,1,0,0
3.0,57.79267902241592,10,9.0,1976,0.300322518,0,0,52,10311,6,1,9,0,226015.0522068328,6.41464698806321,0,0,1
1.0,39.52147493154445,9,9.0,1976,0.0150168919999999,0,0,17,3079,59,0,8,0,218414.67308743112,3.3758965126707863,0,0,1
1.0,41.20777444874016,12,12.0,1978,0.127375905,0,0,43,8429,3,3,9,0,175412.16753499996,2.6165070519225204,0,0,1
2.0,44.941362985482776,2,5.0,1965,0.149666373,0,0,22,4789,2,4,1,0,126701.79995070751,6.827318809756909,1,0,0
2.0,65.82220233184002,16,17.0,1977,0.371148999,0,0,34,7065,1,2,5,0,186142.0871435858,67.79108861981403,0,0,1
1.0,37.26658165803232,4,9.0,1976,0.002211665,0,0,39,7614,3,1,5,1,182468.1524593592,2.8028184451157534,0,0,1
2.0,47.90652169599012,11,9.0,1969,0.122190486,0,0,25,4724,2,1,3,0,230594.33310390564,5.692846519988236,0,0,1
2.0,47.5480258442433,5,12.0,1979,0.0077202819999999,0,0,38,4788,2,0,4,0,200172.94773334856,5.221544550265338,0,1,0
3.0,79.15703198620649,8,14.0,1999,0.175054867,0,0,36,10055,3,1,0,0,400151.0689040233,4.993019100985461,0,0,1
2.0,47.31498241594873,6,12.0,1972,0.307466659,0,1,30,5048,9,2,5,0,153566.60438739503,6.324340643037016,1,0,0
2.0,66.28311141880953,10,17.0,1977,7.81528e-05,0,0,22,6398,141,3,23,0,205978.53973848696,65.28311141880953,0,1,0
3.0,80.2009879467088,18,24.0,1977,0.049637257,0,0,34,7759,0,1,3,0,359462.8243517439,79.2009879467088,0,0,1
2.0,43.18343971989631,11,12.0,1970,0.175054867,0,0,36,10055,3,1,0,0,203646.50426634928,4.288202966201326,0,0,1
1.0,41.73507255509581,3,15.0,2010,0.072157581,0,0,2,629,1,0,0,1,80331.10787143925,0.8873700080823909,0,0,1
1.0,48.49578530840991,5,17.0,2014,0.075778755,0,0,6,1437,3,0,2,0,98243.4723141994,2.600278473564199,0,1,0
4.0,96.27459600551364,5,5.0,1959,0.225824954,1,0,41,6558,7,3,2,0,480940.0758387917,8.921595432147171,0,0,1
1.0,45.71116213076868,3,3.0,2016,0.0,0,0,27,4798,0,2,8,0,122650.94908721956,7.470739278499252,0,0,1
3.0,45.53376765579991,1,4.0,1965,0.07542368,0,0,11,3097,0,0,0,0,137784.6048469188,5.124867834138027,1,0,0
2.0,52.62320252890698,5,13.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,161434.87761022744,7.77053375481783,0,0,1
1.0,43.74359179613742,12,25.0,1977,0.075778755,0,0,6,1437,3,0,2,0,113789.56173836108,42.74359179613742,1,0,0
2.0,72.00321612972823,16,25.0,1977,0.2432045189999999,0,0,5,1564,0,0,0,0,190424.85295818944,11.000536021621372,0,1,0
3.0,79.87470017493682,11,17.0,1976,0.0,0,0,36,6714,2,0,2,0,397220.31470495823,4.50857130131953,1,0,0
2.0,52.51330992401352,2,3.0,2008,0.2114012139999999,0,0,9,1892,0,0,1,0,302211.2608868957,7.75221832066892,1,0,0
5.0,52.51330992401352,12,37.0,2011,0.161975568,0,1,31,7010,5,3,7,0,455264.8826664848,1.0197426893851353,1,0,0
1.0,56.63623397222868,5,30.0,2013,0.0,0,0,36,6714,2,0,2,0,287840.3924546103,2.083974580716095,0,0,1
1.0,37.54963824122465,7,15.0,2008,0.130617806,0,0,39,10418,9,1,9,0,187809.6289319368,2.2372549296426207,0,0,1
2.0,47.6304297034215,2,5.0,1961,0.236108458,0,0,16,3893,27,3,10,0,220435.55270614545,5.759153889035005,0,0,1
1.0,34.41694304086341,3,5.0,1971,0.0144231139999999,0,0,19,3806,4,0,3,0,156006.81873484305,3.9332849177793463,0,0,1
2.0,45.31178694495411,7,9.0,1966,0.0,0,0,7,1660,39,1,5,0,237513.6069274207,7.11252823884381,1,0,0
2.0,54.55461174852108,12,17.0,1985,0.0,0,0,23,5067,4,2,6,0,96083.99354908732,3.67981661540971,0,0,1
1.0,42.808104529010855,18,17.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,135805.18159021332,41.808104529010855,0,0,1
1.0,39.03744663592883,2,12.0,1982,7.81528e-05,0,0,22,6398,141,3,23,0,192022.6846408205,2.753887302759091,1,0,0
2.0,68.90110193890536,16,25.0,2016,0.069753361,0,0,53,13670,4,1,11,0,275893.4197200652,6.792671837639828,0,1,0
3.0,79.74945837325292,8,22.0,1990,0.041365446,0,0,31,5569,0,1,4,0,335262.41258956294,4.442381585755574,1,0,0
2.0,64.06182893506437,20,22.0,2017,0.2114012139999999,0,0,9,1892,0,0,1,0,145700.62016958132,68.78824055779,0,1,0
3.0,98.20099996148588,11,17.0,2014,0.075778755,0,0,6,1437,3,0,2,0,210437.31622307224,5.3123359762793125,1,0,0
3.0,72.22892689281306,6,9.0,1978,0.037177818,0,0,52,11217,1,1,7,0,295062.9734011698,8.58935249980562,1,0,0
2.0,57.909073550652536,3,17.0,1988,0.025609157,0,0,33,5261,0,3,1,0,201063.1298251235,4.055526894253237,0,0,1
2.0,37.22935937621509,3,12.0,1969,0.038692987,0,0,28,6533,1,2,5,0,203027.218267343,3.2259583584016758,0,0,1
1.0,36.04705005829192,1,9.0,1976,0.521867054,0,0,25,6149,0,0,0,0,132149.87869931542,3.089090464847875,0,0,1
1.0,40.53256056263962,7,16.0,1980,0.127375905,0,0,43,8429,3,3,9,0,177129.54753035112,2.710926957046241,0,0,1
1.0,42.89716870315002,2,17.0,2009,0.0,0,0,25,5027,4,1,1,0,84747.82408300624,1.6245641545779423,0,0,1
2.0,46.79964527254211,9,12.0,1974,0.049863387,0,0,18,3746,9,3,1,0,259551.29101256272,4.843994451443865,0,1,0
3.0,83.86617444067562,26,1.0,2014,0.041124634,0,0,46,9515,5,1,10,0,468595.0390488088,82.86617444067562,0,1,0
3.0,77.65364466298149,13,14.0,2002,0.041116354,0,0,53,14892,4,1,4,0,312582.47593568766,4.992254673656376,0,0,1
1.0,42.63768241420529,13,17.0,1977,0.2432045189999999,0,0,5,1564,0,0,0,0,130953.10909572068,3.2637682414205287,0,1,0
3.0,85.91616421310721,13,22.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,273402.48784420226,89.59376940110133,0,0,1
1.0,37.75997519242415,21,1.0,2016,0.041124634,0,0,46,9515,5,1,10,0,206779.5720207908,41.84785967577676,1,0,0
3.0,71.6861203877989,1,5.0,1963,0.038692987,0,0,28,6533,1,2,5,0,262780.16536711855,6.874642666839836,0,0,1
1.0,27.911197308383034,3,6.0,2017,0.034656082,0,0,0,168,0,0,0,0,65608.07412895381,4.600520166731773,0,0,1
1.0,38.39511860949414,5,12.0,1984,7.81528e-05,0,0,22,6398,141,3,23,0,264800.43361132126,2.90255838336796,1,0,0
2.0,59.98271387340807,12,19.0,1977,0.2114012139999999,0,0,9,1892,0,0,1,0,137825.67382191657,4.998271387340807,0,0,1
1.0,44.69723525235111,6,1.0,1977,0.161531741,0,0,25,5648,1,2,4,0,130621.25619050262,43.69723525235111,1,0,0
1.0,53.86550179647594,9,13.0,1977,0.075778755,0,0,6,1437,3,0,2,0,162983.29395157692,8.872957462177498,1,0,0
2.0,51.40121237217207,5,12.0,1977,0.034656082,0,0,0,168,0,0,0,0,90834.35100767126,50.40121237217207,0,1,0
3.0,79.04712440640681,9,12.0,2000,0.041116354,0,0,53,14892,4,1,4,0,274302.84176548163,4.501974258534129,0,0,1
1.0,39.931163362803694,12,16.0,1985,0.23861713,0,0,26,3889,6,3,6,0,85312.11075853548,2.6868417092865413,0,1,0
3.0,76.23354525238423,4,17.0,1996,0.161531741,0,0,25,5648,1,2,4,0,266056.176929213,5.229721501872702,1,0,0
3.0,59.99483746417766,5,9.0,1979,0.0001696759999999,0,0,36,5992,0,1,1,0,263890.5824468184,5.155783062756389,0,1,0
3.0,77.2192323232477,14,16.0,1981,0.002211665,0,0,39,7614,3,1,5,1,340633.81269690493,4.880304259394305,1,0,0
2.0,60.211148275148986,6,22.0,1993,0.194489265,0,0,47,8004,3,3,5,0,291544.4811657549,3.5986302530750556,0,0,1
2.0,48.05644439266729,7,9.0,1968,0.309479124,0,0,35,7715,4,0,6,0,215544.6891942117,4.752636310460328,0,0,1
2.0,40.38975218976856,16,4.0,1981,0.300322518,0,0,52,10311,6,1,9,0,193247.80147331167,2.7090934916005853,1,0,0
2.0,58.644989310552745,6,14.0,1961,0.0,0,0,30,7538,87,5,5,0,482696.8299888612,5.426619660722551,0,1,0
2.0,96.1191050681904,15,25.0,2011,0.075778755,0,0,6,1437,3,0,2,0,124780.3917482172,3.5322112957199407,1,0,0
1.0,51.32988932798784,15,21.0,1977,0.075778755,0,0,6,1437,3,0,2,0,159828.1200499483,48.67448636027335,0,0,1
3.0,45.42890589073067,7,25.0,2014,0.072157581,0,0,2,629,1,0,0,1,120069.42213256884,5.398661011568731,1,0,0
2.0,53.70897080703038,11,17.0,2000,0.069753361,0,0,53,13670,4,1,11,0,238217.710361066,4.253170071842458,1,0,0
2.0,51.25524271719103,6,12.0,1972,0.033493708,0,0,66,10573,1,3,8,0,199690.74952829035,4.1045279423519165,0,0,1
1.0,42.31940721187004,13,17.0,1977,0.0071223169999999,0,0,1,264,0,0,1,0,149677.9914540271,1.8545922411780835,0,0,1
1.0,34.348777334000054,3,5.0,1962,0.000995363,0,0,42,7651,1,1,5,0,152784.68369458144,4.737828007772636,0,0,1
1.0,35.075562306983684,8,9.0,1981,0.090799103,0,0,74,19083,2,5,15,0,138458.8711067003,3.5893699018232326,0,0,1
2.0,48.72135300930816,5,5.0,1965,0.0144231139999999,0,0,19,3806,4,0,3,0,213654.1765274207,6.879200376934927,0,0,1
